932,965
3362,3383
3391,3402
3414,3459
3977,3986
3999,4019
4876,5014
5198,5232
5238,5284
5286,5348
5546,5579
5617,5850
6926,6964
6979,7010
8707,8781
9079,9176
9947,9965
10215,10297
10446,10496
10501,10514
10524,10537
10600,10675
10678,10711
11115,11222
11620,11731
11917,11994
12048,12149
13871,13955
14143,14153
14155,14250
14495,14536
14725,14735
14743,14779
15117,15176
15197,15238
15437,15544
15546,15606
15906,15985
16182,16197
16204,16328
16635,16759
17032,17068
17070,17150
17157,17207
17401,17585
17944,17986
17996,18097
18786,18910
19258,19553
20005,20021
20515,20544
20547,20584
20588,20646
20888,20927
20934,20990
21182,21271
21540,21570
22200,22231
22335,22371
22379,22408
22701,22746
22756,22765
22767,22779
23002,23021
23435,23444
23485,23537
23784,23797
24711,24749
24756,24770
24913,24961
24964,25005
25183,25255
25555,25616
26314,26423
26727,26774
