2145,2163
2190,2198
2240,2252
2293,2303
6166,6179
6692,6763
6949,6963
7235,7244
7250,7265
7273,7559
7563,7605
7684,7772
9583,9610
9654,9688
9955,10011
10139,10179
10219,10279
10385,10422
10516,10532
10562,10570
10641,10729
10980,11022
11050,11124
11590,11599
12016,12113
12944,12957
12971,12996
13003,13086
13479,13495
13603,13690
13888,13934
14259,14280
14296,14323
14591,14660
14684,14710
14872,14962
14964,15021
15188,15282
15345,15358
15484,15498
15513,15537
15545,15645
15647,15695
15703,15720
15827,15844
15857,15983
15988,16006
16889,16946
17197,17329
17397,17626
17628,17678
17865,18006
18316,18403
19056,19066
19071,19080
19090,19100
19112,19128
19325,19360
20061,20097
20105,20152
20204,20324
20517,20543
21142,21194
21196,21249
21257,21279
21397,21482
21485,21644
21692,21719
21726,21749
21875,21941
21948,21970
22007,22031
22042,22100
22197,22392
22563,22666
22754,22779
22819,22830
23296,23314
23325,23333
23400,23436
23491,23514
23727,23758
23763,23773
23781,23793
23800,23854
23856,23893
23961,24070
24140,24161
24986,24994
24997,25175
25316,25470
25493,25505
25807,25819
26236,26262
