"Video_chamber_5 - Counts for TP, FN: Manual Vs JAABA
"
Tuples overlapping with test tuple,"(4976, 5075)",are:,"[(4976, 5075)]"
Tuples overlapping with test tuple,"(5535, 5659)",are:,"[(5534, 5660)]"
Tuples overlapping with test tuple,"(5989, 6057)",are:,"[(5970, 6059)]"
Tuples overlapping with test tuple,"(6374, 6510)",are:,"[(6368, 6515)]"
Tuples overlapping with test tuple,"(7206, 7320)",are:,"[(7202, 7308)]"
Tuples overlapping with test tuple,"(7525, 7631)",are:,"[(7527, 7624)]"
Tuples overlapping with test tuple,"(8320, 8414)",are:,"[(8311, 8414)]"
Tuples overlapping with test tuple,"(8784, 8927)",are:,"[(8782, 8929)]"
Tuples overlapping with test tuple,"(9252, 9457)",are:,"[(9229, 9449)]"
Tuples overlapping with test tuple,"(10159, 10265)",are:,"[(10158, 10264)]"
Tuples overlapping with test tuple,"(10417, 10554)",are:,"[(10419, 10554)]"
Tuples overlapping with test tuple,"(10760, 10923)",are:,"[(10764, 10923)]"
Tuples overlapping with test tuple,"(11109, 11287)",are:,"[(11111, 11288)]"
Tuples overlapping with test tuple,"(11499, 11600)",are:,"[(11505, 11602)]"
Tuples overlapping with test tuple,"(11810, 11919)",are:,"[(11810, 11917)]"
Tuples overlapping with test tuple,"(12136, 12306)",are:,"[(12135, 12305)]"
Tuples overlapping with test tuple,"(12463, 12601)",are:,"[(12467, 12602)]"
Tuples overlapping with test tuple,"(12722, 12863)",are:,"[(12717, 12860)]"
Tuples overlapping with test tuple,"(13010, 13170)",are:,"[(13008, 13162)]"
Tuples overlapping with test tuple,"(13421, 13571)",are:,"[(13420, 13570)]"
Tuples overlapping with test tuple,"(13650, 13795)",are:,"[(13647, 13798)]"
Tuples overlapping with test tuple,"(14166, 15539)",are:,"[(14172, 15540)]"
Tuples overlapping with test tuple,"(15642, 16008)",are:,"[(15631, 16009)]"
Tuples overlapping with test tuple,"(16158, 16302)",are:,"[(16158, 16312)]"
Tuples overlapping with test tuple,"(16359, 16666)",are:,"[(16342, 16677)]"
Tuples overlapping with test tuple,"(16758, 17025)",are:,"[(16758, 16995)]"
Tuples overlapping with test tuple,"(17054, 17203)",are:,"[(17053, 17201)]"
Tuples overlapping with test tuple,"(17333, 18266)",are:,"[(17326, 18265)]"
Tuples overlapping with test tuple,"(18303, 18496)",are:,"[(18307, 18498)]"
Tuples overlapping with test tuple,"(18531, 18744)",are:,"[(18525, 18677), (18694, 18741)]"
