1190,1217
1411,1483
2140,2182
2400,2449
2810,2852
3064,3107
3380,3449
3675,3759
4163,4235
4253,4296
4618,4662
4968,5087
5411,5487
5673,5767
5953,6047
6169,6229
6422,6532
6671,6784
6896,7006
7229,7251
7459,7561
7694,8075
8159,8589
8599,8631
8730,8830
8932,9087
9186,10446
10582,10624
10696,10896
10992,11023
11102,11218
11336,11369
11420,11569
11665,12116
12234,12246
12258,13486
13500,13514
13614,13624
13863,13923
14091,14222
14462,15123
15156,15192
15230,15273
15381,15392
15431,16645
16740,17025
17101,18007
18090,18408
18422,18473
18491,18502
18625,18650
18695,18899
18918,19004
19120,19169
19179,19783
19800,19814
19826,23181
24494,24504
24619,24630
