372,386
2866,2883
3363,3457
3972,3989
3999,4027
4588,4613
4852,5005
5198,5342
5531,5927
6922,7011
8701,8779
9060,9173
9350,9374
9932,9966
10200,10297
10398,10533
10597,10712
10882,10935
11077,11223
11608,11725
11877,11893
11904,11993
12026,12151
13749,13771
13857,13953
14082,14248
14417,14537
14691,14780
15086,15240
15380,15608
15864,15985
16122,16329
16582,16760
17027,17208
17394,17586
17875,17887
17898,17918
17932,18099
18780,18910
19088,19099
19185,19201
19285,19308
19322,19554
19992,20023
20498,20646
20886,20986
21151,21271
21537,21590
22201,22214
24698,24769
24911,25000
25175,25256
25551,25638
26311,26418
26721,26779
